days_past_due,outstanding_amount,number_of_contacts,previous_late_payments,promised_payment_amount,broken_promises,months_on_book,last_payment_amount,further_delinquency
23,5848.806892644578,3,1,1045.04663044241,4,8,0.0,1
146,5993.205427294814,8,4,1045.3490601041435,1,4,244.6768440124561,1
62,6088.890800907906,0,3,0.0,0,1,745.164631839065,1
113,3412.741793829887,5,4,0.0,1,59,1140.5035393394037,0
128,4545.877766097103,4,2,738.3541475818415,0,1,190.43624959336944,0
62,3624.346189262068,1,4,941.85292288085,1,47,332.1017940149049,1
38,8750.193451231906,3,1,1220.623648808017,1,29,118.44256925899047,1
166,4174.639120440052,3,2,633.0605507180064,1,44,435.529615396292,0
61,3142.279426100185,3,0,867.6044825412218,1,38,440.5512917193763,1
129,8956.292234887122,5,3,462.23079030690656,1,25,793.1706876410861,1
173,8629.913705008861,2,2,399.1342375249726,1,18,57.24312892117098,1
156,5709.122876412822,4,4,687.7049798150986,0,12,797.6002185335108,1
149,4610.395019758163,1,0,0.0,0,11,728.7979691756517,1
122,3861.351395696971,5,2,1232.5765048981837,0,5,325.87635152708924,1
110,4868.077771388374,4,3,1343.5551377829722,2,7,270.1877789269896,1
13,2375.8652503718517,2,2,1641.5944959801438,1,59,425.7885492785901,0
155,6450.100822472294,1,1,2163.3968214888555,0,53,272.5071483644748,1
100,9957.508892278862,1,1,659.5994186872026,1,37,394.6012617312273,1
135,6687.859636204588,4,4,1713.5220931178706,2,43,0.0,1
22,1690.2911646932052,0,0,826.7208100256883,0,35,402.7653285906717,0
74,6365.302297904053,3,3,1178.9610321309767,1,53,377.8275693082896,0
132,5583.615690892624,5,0,1228.1968621897497,0,33,545.49798158837,1
23,6338.884409908927,4,0,1540.4360900623751,1,9,879.4194734855639,1
119,2541.293766280015,1,1,859.0177966077016,0,17,444.0602223499766,0
70,5010.072027433848,2,3,0.0,2,47,205.6508622120633,0
84,7649.296702986015,3,2,820.8749975440705,0,47,0.0,1
101,1790.0063284719358,3,3,1975.9282470177668,0,3,668.896050350095,1
84,3652.6303065401407,4,2,1130.6478577230632,1,40,568.73781718399,1
161,4136.439066257313,2,2,1753.3372983608124,1,17,469.6351671995841,1
28,7995.101356612904,5,4,1735.433757061293,3,39,548.2730078043121,1
136,8442.49773973555,2,2,1141.6704252901395,0,13,751.1025151413389,1
2,100.0,3,2,752.5082361540383,1,3,592.7646860711131,0
165,7992.526358988688,5,0,683.2309555734939,0,19,593.2679048080133,1
63,8536.865249802282,4,3,1174.5160942174934,1,37,928.6940443014696,0
22,8344.06228334571,5,3,1311.684562015028,3,46,515.9227970520944,0
70,3411.118281986613,2,1,1725.587647520423,3,6,295.6300935982716,1
125,4310.594155718626,1,2,429.0041599703149,0,34,891.5820529034747,0
149,297.7362072994247,4,3,532.3177019607949,0,35,329.6983422951981,1
96,100.0,4,0,1149.1491178718943,2,39,134.28937192255847,1
163,3915.456784416905,5,3,498.96639839793175,2,14,624.4085408092103,1
79,5229.40614662088,1,1,1345.651764646518,1,54,693.9738012226223,0
5,5530.308415961255,1,0,1060.3068827823854,0,12,261.523147927164,0
60,7463.418962443662,3,1,595.7182530025937,3,28,752.4952385858547,0
120,11909.365849706153,3,1,2064.523529253798,0,39,497.1192526674409,1
46,3812.0280053090296,2,1,1120.384670147048,1,2,359.37145816390466,0
178,1833.2925862713253,3,3,1419.3376785522955,1,39,509.682370830014,1
176,6638.404041761874,7,2,1425.051397637981,0,49,315.5346352818726,1
134,5666.727160867828,3,1,1718.9597315354326,0,38,495.6675413601412,1
56,3276.435737541964,2,4,1365.1285041779597,1,25,1001.476017921551,0
110,7732.556522367171,2,4,1109.8669812423566,1,27,400.2482771322521,1
157,2564.195045855974,4,3,798.0606293304278,1,56,388.962078102746,1
104,4614.299841585833,4,3,1510.3604790123425,3,59,242.3181037518067,1
77,4787.246775300489,1,2,1744.7760247704216,1,34,366.0069026302073,1
146,2156.8618931914825,3,0,1775.260250483949,2,57,121.1407610729026,0
2,100.0,2,2,1834.7122118308723,0,28,361.5915239629687,0
8,5656.850037162757,2,6,1129.490759886338,1,43,287.37791420210954,1
75,9106.14646546707,3,2,786.0439980775396,1,42,425.2972604109284,1
125,7882.70556694393,3,1,773.1893712425008,0,46,188.2210135717599,0
38,8083.398746612327,6,4,964.4918842945784,1,27,1207.1210458803457,0
176,2603.150912489297,6,0,1669.519520659953,0,9,257.3236291307168,1
27,5642.208714470901,6,1,1985.872661602843,0,29,378.9527902288481,1
20,727.5208562876669,0,1,1534.9221653652187,0,8,578.4124707201844,0
140,5506.7450385763605,2,1,480.44141357405954,1,54,619.3680038564162,1
43,9166.353522424391,5,2,478.5729330658141,0,52,720.7222579595623,0
31,9259.511370182225,4,0,1120.9691095164674,1,39,421.5627444359082,0
91,11091.34600293059,1,4,356.65493043141873,1,2,244.730984091349,1
61,7967.53407303834,2,2,784.5391046624147,2,56,944.161852513714,1
109,6427.24716763176,2,2,757.4099492532907,2,17,234.80106672401632,1
91,7624.169547206404,1,1,1029.825769480677,1,39,435.561447693189,1
163,7041.722478955617,1,1,1462.4561297538205,0,38,515.9699795004642,1
95,2578.2372577653928,2,2,512.9143537913105,2,36,686.0825486410434,1
143,454.0100583017211,2,3,1158.5898313326609,0,14,630.4709544655203,1
144,7648.276158259257,2,0,946.5344066641508,0,23,324.96183050752643,1
13,11280.04478167557,1,0,960.8840570227882,2,1,561.1003685465195,1
113,7771.914283614868,7,5,1293.6341362886592,0,1,34.443132914025,0
35,100.0,5,1,824.1621390805691,0,3,1159.8321785351472,0
149,3442.094467882962,2,2,1163.625857307483,2,40,258.66771051612534,1
158,4409.921690383326,2,0,1366.341980416668,0,23,770.2938747593705,0
48,100.0,1,3,894.7884960329571,1,28,207.6070901617329,0
35,869.3088746309013,1,0,1127.8929157098707,0,16,692.1716878331849,0
86,4888.773517497581,2,3,1213.5537258605295,0,29,194.95547037030684,0
166,5784.903133108117,4,3,716.8683019904934,1,33,767.9240953468613,1
159,2041.9575719008296,3,2,766.2469783329254,0,32,1071.2125324270307,0
152,731.1810783691308,2,4,235.90282108190195,2,55,521.7616130537401,1
114,8579.917637652306,6,0,605.1590569858689,0,47,669.7686627547205,1
177,3852.4134248630735,8,2,359.6912127322572,1,23,792.3044510254906,0
100,4281.7634729464025,0,1,1037.527817161347,1,47,326.4880349919303,1
160,3359.989272530177,3,1,1387.709464882926,2,47,784.2832691321142,1
99,2686.4741226495426,2,3,1324.0751665183116,0,46,363.75464644574953,1
3,8908.349830463132,4,3,1470.9037345123234,0,53,1149.0360009080507,0
85,2360.6109638887438,5,1,973.3743257617714,0,33,136.60085864671396,0
125,5539.050477731792,1,2,1007.9324707772128,0,55,548.4081242726288,0
138,5026.112988953698,1,1,1664.1120904175136,0,59,192.8108370010923,1
83,100.0,4,2,300.4231196460668,3,58,857.570292817039,0
25,5722.840645997954,3,2,196.38628762053983,1,42,1207.1210458803457,0
68,368.0933045742995,3,3,966.9797981288832,2,33,585.1009428638835,1
61,6906.380326489736,2,2,1342.653756757435,2,38,1079.1181959946844,0
29,1440.7504108489693,4,4,483.6527520476467,3,3,749.1274945902151,0
127,6566.055831797448,2,3,1036.6902826235992,3,34,1002.4961841718635,1
19,3711.482465789664,0,3,868.3668462449408,0,49,745.7547339860988,0
171,2977.025758392848,0,1,504.8467106059387,1,28,1027.8064840516215,0
74,5631.699371934677,1,2,1055.845530188191,1,8,984.6460283533676,1
61,584.422796847135,2,0,146.60956242326688,0,49,354.0790998016578,0
171,4792.338023110215,3,4,1239.0270112397125,2,9,362.0152942917034,1
153,7346.750119820736,2,2,1430.2346452386216,0,5,439.4699452684505,1
20,8127.813294873373,2,0,688.3797361778462,2,31,315.31512528154053,1
48,3612.107258828633,1,2,1418.1677269425568,0,53,667.0573985952133,0
87,4050.043098477817,3,4,1270.257373052098,0,35,941.1126909298424,0
152,524.292611920624,3,4,522.9183279415861,1,58,657.6191205874547,1
139,2747.860514358105,2,1,907.695326674399,0,35,406.4873213227521,1
110,319.66847927144227,3,0,1258.2624807210343,2,5,572.8398671623809,1
28,6320.22078570554,1,4,1185.3533629355784,0,33,0.0,1
59,7526.500159188211,5,1,302.78265388082707,0,47,160.77670481463662,0
133,3637.327484551192,3,2,1219.2234179516545,0,13,409.6450817517103,1
51,1825.303553916256,5,4,437.1101492361006,0,25,655.2229361219861,0
149,5924.575320739022,6,1,195.05501441159777,0,43,426.4020852249872,0
12,2396.102880545232,1,1,1208.8980539749978,2,24,561.1446177826527,1
50,7015.816606539786,3,2,920.8940899429772,0,55,429.97427822459065,1
132,10806.290848110668,4,2,1057.9595366484082,1,11,381.8288602220432,1
113,2346.7008208957354,2,0,1633.4121927675792,0,51,157.36029150385593,0
170,2774.973191328957,3,2,885.087100313531,0,19,633.2821606362087,0
166,621.2878953712152,4,2,597.8186730580255,0,11,363.9561523665124,1
153,5438.32727998363,5,1,276.80411939981764,2,33,541.2173954630846,1
14,5234.372205794397,4,3,1496.846002974214,0,30,310.8125382816497,0
32,4188.322111811893,3,0,1160.730876544949,1,14,676.9180199140391,0
139,5048.441142656815,4,1,1142.9584738707028,2,1,533.2126001723454,1
146,1868.9750538345131,2,2,1318.500900950713,2,31,581.102646615218,1
155,100.0,3,4,1708.5542032502572,1,3,271.25537602245765,1
55,2722.7906717283686,1,3,554.618759242242,1,43,254.360296662216,0
120,100.0,6,4,528.3231927218615,0,25,594.1272519737417,0
75,2346.415310213916,2,2,911.1430495560626,1,25,73.41642447658023,1
21,5929.182322973498,4,6,524.4702492579497,1,51,760.4402857066556,0
172,5178.995556939643,5,3,1086.5107123275734,0,54,466.8659138124459,1
133,100.0,2,0,793.4273958139197,2,18,207.37417127843756,1
87,8148.039636791096,3,2,1245.1007477493754,2,44,49.9258551790399,1
169,4416.287307567414,2,0,836.2615288719155,0,58,803.1017228019964,1
59,1102.029194651631,3,0,1141.5644267517553,1,54,0.0,1
89,3906.935270340412,1,1,701.4038617806805,0,34,641.2894781424579,0
150,3250.9647535729155,2,1,1197.1514929404743,1,14,541.6708222191205,0
83,2396.783890576128,6,1,1358.0432479416731,2,45,690.8795068735558,1
65,7437.778111572793,2,4,891.3770192247949,1,44,174.4877414527375,0
64,1681.0250612985085,2,4,1270.0233719587234,1,27,298.3624848833475,0
71,5553.938475509606,2,2,814.5191442149146,2,31,597.4733825040089,1
4,976.0454298175982,7,5,550.1624438793772,1,43,515.7234027616239,0
143,4889.311720721859,0,1,1296.6090518031451,1,2,763.2674124162911,1
104,5796.268043743932,4,2,1063.9779071091884,0,54,486.6433275403992,0
150,5802.014840259351,5,1,1517.763596924549,1,32,919.0097406082772,1
175,5242.418416121718,4,2,428.9578486383466,3,37,541.6215663599362,1
93,4282.954250786238,4,3,858.5152915562327,1,34,987.2187588377932,1
174,1807.717545718699,2,3,756.2860960471751,2,57,1016.0695371934238,1
142,1842.3446319593795,5,3,961.1983773908672,0,58,1025.4819750313686,0
178,5896.486404235589,2,1,382.3180284211056,1,34,278.95706079284207,1
148,1215.7734889892631,4,1,1549.756378552255,1,30,865.4080203494718,1
178,527.8777170528656,2,1,887.9783232861656,0,33,493.5969643361136,1
112,9289.309447740554,2,3,28.521319097007336,1,24,494.94623291399495,0
161,4220.849308955148,7,2,268.0429315483849,1,33,746.2271141956513,1
119,6905.04405821404,8,3,795.7911747978085,2,26,393.9176127503746,1
59,7620.464638657018,5,3,347.75160691492715,1,41,0.2678347476003182,0
43,5153.380982394287,6,2,1094.977248237666,1,36,507.4613208783464,0
12,3869.6698614210736,4,2,1574.724196530795,0,41,1067.7016486468035,1
40,3920.644348086883,6,2,635.4093139517508,1,59,395.3898597490288,0
118,9824.091716806735,1,1,1242.2444443856953,2,6,477.0704888254444,1
20,3323.5765066161257,4,4,1664.1735670611113,1,57,618.4340134247143,1
166,5529.295537300909,1,3,0.0,0,17,390.1147883667703,1
131,7031.957439797334,2,2,859.8603438230066,0,24,440.15247506304166,1
156,5752.129333572251,3,2,675.74449843553,1,16,537.9935027070437,1
90,8253.150893782418,1,2,624.4606924651143,2,44,375.93951403132365,1
94,3840.151959011634,3,0,1266.314464948906,0,24,893.0128407373697,0
13,7020.050568227211,3,1,662.6036738754635,1,5,1135.2770669264269,0
66,100.0,4,0,1096.3714521924278,2,24,638.1327310746469,0
37,9040.746391609986,4,4,1112.1627360915766,2,54,353.3876662381884,1
177,8369.450301445097,4,1,756.5133853996352,2,26,652.7292356706992,1
66,4086.722063585469,1,3,1753.124631959735,1,20,157.74990704897647,0
36,6316.51531026932,3,0,1731.2358874169845,0,28,85.30768208489002,0
26,7673.194908387411,3,2,0.0,1,20,474.8316079645384,0
75,1886.7412161824868,3,1,1300.640342354228,0,29,878.3101997198369,0
108,4566.421713311938,0,0,1092.08784690789,2,34,922.5648438622954,1
168,1082.7500682753434,3,2,460.3448689195194,2,57,618.1313414296367,1
43,8415.24927908113,2,2,1011.9387529720956,1,51,710.6501162740802,1
150,7468.281862487493,4,2,1465.1155138452966,0,54,569.930486005298,1
148,4157.153251556466,3,3,814.1665548743665,1,28,470.34804414999,0
8,3809.260102536834,4,1,685.3357477322702,0,56,139.1791242742372,0
29,4553.130317495159,1,1,985.944981307849,1,26,857.5456134562711,0
40,2308.227994772401,3,3,1069.4692093460678,1,47,373.1020800268778,1
158,4477.887270915541,4,3,1015.0817569707904,0,32,747.5820577887628,0
128,1886.8076660472905,3,0,1159.96576008377,1,21,489.6418839595089,0
84,7694.993348536524,3,4,522.0438207743218,0,18,213.30799535932243,1
116,8410.807119663785,6,5,1359.366748826469,1,12,251.87077085664404,0
144,7835.5789640383955,2,1,1216.5233507650294,1,35,326.68363450895754,1
174,1417.400481541748,1,0,1409.5522843335143,1,54,533.2795423131369,1
62,4374.647665192091,2,2,358.13971895687496,0,22,854.5331988928306,0
7,6754.187273427615,4,0,1553.2080073702175,0,53,712.7131419786751,0
45,7306.274111662738,5,5,1229.993593255702,2,57,261.9412064980726,1
176,100.0,4,0,416.7022934860149,0,29,105.77929191348744,0
155,7221.468801231598,1,3,908.3479550787974,3,19,701.7711947146255,1
88,1270.1953740821332,1,2,1152.529900494979,0,18,1080.979764755527,1
73,4538.106858090651,3,3,1757.8442352057286,0,56,787.6675774217706,0
163,8772.462972768368,3,1,545.0638456822934,4,18,1110.2487895338245,1
178,8366.21103469024,1,3,2163.3968214888555,0,44,350.31834381700065,1
37,8978.390569243415,2,2,821.763205675362,2,47,499.2665422980912,0
119,1801.188885838696,5,1,280.03505720712246,1,49,898.836087762153,0
57,2542.1291432707426,1,1,1195.0714174003958,1,16,9.145279659715529,1
8,3311.596872386001,1,1,730.1704692968531,1,44,614.6443273253308,0
95,4560.678263855922,2,0,4.300493853689886,1,58,594.6514361304,1
117,5650.103434419703,6,4,1572.8824928592956,0,59,919.2627849361218,0
110,8831.764852922268,3,3,1121.7107036238035,3,56,209.3913105876437,1
20,2214.1636004930174,2,3,1773.370850068564,0,19,432.5774994975481,0
124,3113.440440371648,2,3,890.2931890132039,1,49,295.74467788899324,1
53,9270.923210110188,2,1,502.7466843651626,2,52,467.6154986544865,1
119,1522.8563706784075,0,5,420.6690018402238,0,9,131.8177015417558,1
12,7180.557497211506,3,2,364.7211281797331,0,33,658.8063011884842,0
177,4734.056651606907,3,2,1285.7818406290082,0,56,550.5327842619788,1
17,6164.221201359276,1,4,1190.5326449636318,0,13,417.6369007654621,0
64,2565.886690931615,3,3,531.6674582384602,1,11,584.5006341362235,1
42,7121.52886224159,3,2,702.3712003234641,1,33,631.9950850936875,0
94,3037.3745914018746,4,1,1679.0818565990228,2,37,945.769116545642,0
157,741.2031096320679,3,3,1193.9646960084783,2,30,471.0247709966732,0
147,6440.117453630202,5,1,1545.4783629426192,1,39,899.5440079327739,1
11,100.0,5,3,1191.8949649155809,0,46,256.1585723047174,0
98,3295.9945396451585,2,1,1378.074522381422,1,9,313.6929302458336,1
178,5873.4142941058135,2,1,1085.442937243703,3,23,980.2739714720522,1
71,7273.34043312173,3,1,0.0,1,24,865.5723316388444,0
108,8679.557588754653,3,1,1523.2599392425636,2,32,0.0,0
58,10332.63465043295,3,3,866.2826100025128,1,49,0.0,1
34,9415.244659156444,0,0,904.2074353300352,2,38,952.4348243584697,1
20,5574.643860496797,3,2,769.1274757657885,2,4,461.0565526490817,1
50,8376.853331998656,2,1,964.85560620809,1,44,311.3133496562445,0
102,5528.339352828572,0,5,585.5971195482896,1,41,577.7308985028972,1
138,7057.716879386805,4,4,1853.7393648047585,1,46,324.70249926866114,1
160,3201.960754432559,4,0,1044.517057776437,0,27,501.60210989415816,0
52,6386.227447994421,3,3,660.0278269292962,4,11,412.5161409521231,0
15,3580.261333167816,3,3,632.7858984004356,2,21,387.8848924452803,1
84,4479.367782434781,4,1,795.0921495334155,3,14,0.0,1
131,6395.68668937839,3,0,1262.242396058916,1,18,190.84268950065604,1
37,11274.1372321735,6,2,1919.278403372564,0,59,832.2863572089636,0
126,6184.31120090059,4,5,752.9493401187061,1,24,730.5745998273147,1
40,4964.876199462494,2,1,1427.810343157155,1,20,563.2896440501152,1
72,2504.6713709122987,3,2,1025.6345139966595,2,41,740.4369203237458,1
40,7688.604754011907,1,2,268.7521476173161,0,26,522.3941075787848,1
56,3993.62000927136,3,1,1027.8795235198102,2,31,0.0,1
151,6122.457976961228,4,2,1243.5595619269502,0,52,166.25928700073715,1
104,7105.826776401211,5,1,1289.7070836440637,2,16,646.9885292084239,1
139,8792.327325687505,4,1,1313.1710730400089,1,41,0.0,1
110,7527.117437058962,2,1,656.0987152948977,2,48,258.9216348418521,1
136,1329.6259024803066,3,0,1339.806370368071,3,42,286.03455913228686,0
93,100.0,3,3,75.05178112424755,2,39,576.4409778428978,0
94,7104.4151499552745,2,1,1186.0863626341936,1,19,439.0784099586516,0
56,5258.01318547999,4,0,422.4290334487679,2,7,555.949552931622,0
60,6174.4087786111295,3,0,1544.8896253743835,3,52,643.0688631102043,1
138,10159.272728453296,4,2,1180.3008934848947,1,16,607.3225471982483,1
39,3150.235732368487,4,2,331.00519557441737,3,24,758.5119650617892,0
28,8874.227729387461,3,6,1097.6808685874812,1,6,549.8900292845627,0
49,3180.010268210461,7,1,1099.8969866833222,2,40,202.5610438004552,1
164,9695.8062277732,2,1,885.1550503430151,3,16,125.45205160999978,1
125,7251.55545247266,7,2,1117.2210300670629,1,57,620.4948658099092,1
13,478.615931254546,4,0,1185.3664917332471,2,36,467.6361605965844,0
36,3748.163908473115,4,1,685.1638185678589,2,39,495.2482285333119,0
101,10747.004175396569,5,1,403.1721986759394,1,15,301.5217497649784,1
26,10370.575452135929,2,0,489.98700584191465,1,40,478.9485176351142,0
86,6812.6641669643095,1,1,906.0187410826536,3,50,43.46435794574637,1
4,6062.704203587624,3,2,1428.361479582073,1,4,78.02748462736906,1
82,5719.204017924346,3,1,533.9053834683093,2,56,1207.1210458803457,0
166,6311.082970710355,4,2,698.6427966279076,2,2,0.0,1
127,4577.598621075463,5,4,1267.974026210691,0,14,186.5764743066186,1
88,8633.057778122606,7,2,966.4679763465584,1,22,147.04682153363842,1
127,6733.549594003757,5,0,0.0,1,2,146.87549954748135,1
120,2103.934143393106,5,2,1119.585979682356,2,20,359.474893703393,1
22,6964.9753635863335,2,2,893.0040809982457,0,4,104.89966954404424,0
130,5494.952543388989,2,1,474.4646419386038,0,52,708.9858309809645,1
31,4062.614446475717,0,2,588.4155104734338,1,34,523.1678777104696,0
119,10695.580560068203,6,5,1156.5690705595816,0,18,634.495187350893,1
11,5311.311563242275,2,3,1354.885251440949,0,50,573.7166936500739,0
46,100.0,6,2,509.3882462930933,2,48,288.1165902347353,0
96,4275.986382580213,6,1,1015.5801321210084,2,55,262.91935434792623,1
10,7980.465407746775,3,4,799.5865687900654,1,47,894.4723181940144,0
168,2220.575360498115,2,2,742.6065548155482,1,49,533.9852228795583,1
128,7878.515511948927,3,0,1169.38661855868,1,20,536.2472059582809,1
152,2006.9342109054517,4,1,876.8135323715854,2,26,529.4933965594357,1
99,9010.020991154908,1,2,939.742949999552,1,7,526.172573089107,0
172,3282.299482537118,1,3,1320.367809168055,0,54,64.61435793435231,0
112,3944.6261355709535,5,0,677.0164347192882,1,19,612.1457912823381,0
60,3722.225624057997,1,2,572.7103222404451,2,24,1207.1210458803457,1
87,6792.358028650362,2,5,1752.0354911976328,2,11,520.9458470375979,0
145,10532.358655043372,0,5,1534.0103297338492,0,16,1019.491721328713,0
65,5044.500163894159,4,5,961.0421006537588,0,1,543.3252786446488,0
57,4967.287540551315,1,1,582.7447029584185,0,36,590.8160059316351,0
106,3280.194241882348,4,1,1600.5772207133716,1,28,596.904072437095,1
9,117.960579549871,6,2,878.1322442379687,0,13,0.0,0
22,3579.4308457890693,2,1,787.5002492351786,0,11,46.44950505806776,1
141,1222.9921311986895,1,3,1702.0966984729223,1,54,446.5147227621429,0
89,100.0,4,0,789.0307675444953,0,6,1019.1836900931414,0
176,4769.011061144126,3,1,1116.2541377249418,1,59,361.2764120514046,1
18,3372.214374876363,4,3,646.7986077190182,1,30,656.0180292965155,0
115,9129.717299970684,2,1,736.1145112663396,1,52,219.6485189979038,1
168,2433.193334576777,1,1,1295.6470036775306,3,58,784.432522944189,1
145,7011.102217620557,5,1,1174.001091176178,0,37,58.4987128384646,1
143,6952.467957256367,1,3,1770.2143144114975,1,34,824.2688592073428,0
106,9011.399285598744,2,1,1553.8839536307194,0,50,488.0179932091341,0
15,4447.322620918653,2,2,1822.557327375813,0,28,443.85511816117,1
63,8957.127300083777,2,2,1826.494527969122,1,9,707.262961951111,0
167,6682.840094300246,7,1,705.7972302161509,1,31,904.8586055029836,1
13,8417.853890668575,6,2,499.66289972907794,1,6,31.99216800707194,1
81,11909.365849706153,4,2,1774.94830380627,2,58,706.1403974946506,1
32,4630.329761213805,5,3,650.8206432097593,0,6,3.176922256440662,0
137,5512.428571454002,4,3,1021.9400489215222,1,36,299.113457250412,1
40,3914.551732985923,1,6,866.5174428942054,1,20,0.0,1
148,9626.928912997872,2,2,559.7608476843571,0,40,419.3400273084226,0
82,11909.365849706153,1,2,717.1234465946848,0,32,560.3095741805159,0
77,7202.495306161305,1,3,567.6330586122453,2,47,787.8482073137145,0
76,169.7562656633927,6,1,299.2725632239408,1,49,595.3784955502498,1
172,2350.670163539775,2,2,774.612109412959,1,32,516.0396540192435,1
38,8478.769694430428,2,0,1316.728904363833,2,5,778.7207013352349,1
71,1566.9309005991354,2,1,1855.0759952811472,1,38,903.88660916256,0
48,3198.402105341187,2,0,1100.2315042258945,1,37,814.7688700464479,0
18,3093.1770524119797,3,2,637.8390038966276,2,10,1125.1790538850094,0
144,4768.548678863233,6,2,1392.6707252225249,2,37,339.8928352513308,1
39,5770.130508058793,1,1,893.7460464533764,2,47,883.6806501766225,1
89,100.0,1,5,1102.3269127923206,0,2,59.86007099272104,0
62,417.6837592669417,3,0,1596.6571893236992,1,7,126.19151449937856,1
141,489.2805512531904,4,0,1422.628154442753,3,11,495.9324166325848,0
109,847.9170922582152,0,2,0.0,0,1,356.3980597236459,1
81,5048.020620403843,2,3,1137.7456884654907,0,14,711.6150727995897,1
134,5583.7341763007935,1,0,792.3726092295383,2,21,637.1693956318587,1
77,8039.552694581888,3,4,1036.4124480896874,2,6,972.9111857604356,1
90,6664.788288247453,4,0,439.2663991313618,1,48,662.9285204056683,0
14,3253.2278607648686,3,3,939.3696482613896,1,26,641.015631848046,0
95,5689.784835262356,3,2,376.94686013201056,0,17,159.09824285381603,1
54,8162.684526689604,3,0,1368.243164719284,2,26,423.8958629622142,0
132,4317.851946454767,4,2,1619.3644007873577,1,7,778.1358131293375,0
39,4068.744109517088,4,2,643.9503946985667,1,48,1207.1210458803457,0
72,2165.128145055782,3,3,1763.5993022450389,4,1,247.44056097712848,0
25,2585.5225547448917,3,1,1354.6183589180334,1,15,853.2298362846407,0
77,7056.722812222626,1,2,1328.3403823969177,0,31,504.9308306089,0
160,4988.526527743788,2,4,1165.3189709190794,0,36,535.7329237044512,1
166,10875.17305301852,5,0,1359.0741455431437,1,6,254.18080191161812,1
120,2969.878363182941,1,1,1434.9024845223153,1,19,356.5662466890385,1
53,7284.119496974313,4,3,3.3764409775766357,2,6,472.6925456881028,1
156,6159.227452616519,5,1,1253.9712947440626,0,30,765.1852467071342,1
131,4731.876735877836,1,2,1882.311440752701,0,35,952.5608743251938,1
150,3693.4939314464727,2,1,1042.381663166888,2,45,355.2143029151452,1
96,6800.305615034143,1,3,1418.8302310715803,1,57,334.4267894446049,1
166,6628.021356072646,1,1,798.2304990546331,0,17,725.8413239609195,1
72,5605.96537708127,5,3,75.94154157439573,1,16,425.8138513560029,0
62,6276.903211339006,2,3,613.7052516964106,1,10,821.1446391816244,1
6,5109.460299023598,2,2,2163.3968214888555,1,36,691.0121590003497,0
32,100.0,2,2,2163.3968214888555,0,45,322.5943131412,0
99,5253.120508298187,5,2,846.8808870837208,2,18,777.1167434040931,1
138,4194.348772025826,6,2,1177.7531205546502,1,10,649.5417996307386,0
131,10838.730552198527,1,3,1685.5612516333345,0,52,432.270670533442,1
76,6900.156901290791,1,2,1041.317661699676,3,37,639.3626096276678,1
177,5604.527384597278,4,3,1324.6352690637996,0,4,202.8727134035018,0
59,6388.490219680004,3,1,1964.9702594551616,0,8,378.4506668675165,1
31,1930.6456111649156,3,0,1212.5648228309287,1,24,736.1953709336669,0
93,3170.694113330974,1,4,1271.9786439588222,1,47,418.9659239179338,0
69,3995.633227155329,2,0,957.9197652629648,0,34,635.268307115183,1
52,6165.267510922262,4,2,644.9488498604283,0,12,63.49599954667798,0
89,3695.7431382251098,4,3,1473.6862929379502,0,24,481.5853198863566,0
127,3495.684391191764,4,0,1692.268395316294,0,58,573.1245085137048,0
169,1796.4089938974917,4,3,636.7063655226775,1,42,313.5274788202458,0
31,5075.363265653806,4,4,36.766966101675735,2,44,533.6466807847646,1
84,5496.698578743169,3,2,0.0,1,27,567.1272918327802,0
127,6285.569887241278,3,6,1144.3373298877282,2,57,192.1870426756314,1
150,2911.951338344098,7,1,972.0957064869078,0,38,0.0,1
132,6112.327254858359,3,1,1851.7810411018968,1,52,227.5101259625388,1
13,1879.1768698699263,0,4,888.9564999408221,2,17,0.0,0
45,4342.808616516279,6,0,1702.8402869145598,1,50,717.8167072500014,0
127,5904.716408256392,2,1,621.0607339493752,0,16,839.7287806105865,1
170,4223.863317857905,3,3,1270.0398314170036,1,47,148.05873658810805,1
114,314.46664995436913,1,2,740.6268195218192,2,41,181.0914440664024,1
177,672.1022173055044,5,2,905.548249688398,0,27,387.6516155382324,1
20,5662.684604022211,5,3,0.0,0,35,299.6854753753069,0
81,6738.954070245336,4,1,376.3691413403335,1,49,274.50674922797407,1
164,6017.950366376165,1,1,767.6168177396244,2,26,0.0,1
129,6811.226627713499,1,1,764.3597363578572,1,48,483.6810091626265,1
143,4158.372542390653,3,1,1408.8143828690331,1,54,223.8162109710165,1
17,7215.325732739746,3,2,501.4180199319052,2,6,27.457644719855978,1
152,6008.180238466812,3,3,1413.2135884198326,2,45,353.0684890638538,1
58,3081.629704685782,2,1,108.2334503317834,1,46,539.80066688329,0
72,6543.361134180854,4,4,1278.0316058657831,2,1,432.4778898629933,0
109,5888.150612403488,2,4,799.2180303288948,2,36,650.8137697387174,0
23,10017.482262822768,2,3,481.0352709156167,0,19,1081.8726356459556,0
174,9137.959860462472,4,2,1499.0607647859763,1,52,484.8978173487872,0
72,4723.089355561658,1,0,1861.7187958705108,1,34,920.74713150747,0
8,3746.958193129192,0,1,1553.1011001046686,1,6,74.17320593404582,0
59,9677.33375926436,0,3,1027.464315584165,1,5,0.0,0
111,6654.618557765543,2,1,1824.2882635462724,2,39,245.2414208198,1
13,4477.556699693756,1,1,1267.2944126768475,1,31,377.32892826794,0
