months_to_maturity,total_relationship_value,number_of_products,satisfaction_score,number_of_complaints,months_since_last_interaction,age,tenure_months,monthly_average_balance,desertion_flag
7,106104.16078463916,1,6.227931809881004,0,2,55,19,3072.956704529094,0
15,35023.94005172209,2,6.504858845214471,1,2,59,26,1351.6920371585584,0
18,28445.480445166508,1,9.043506891564348,0,1,30,33,7351.005828597534,0
12,73503.96944974204,6,7.997662122701659,0,1,47,35,13861.36792171589,0
17,71247.98658972199,1,4.627378082638739,0,2,49,37,9032.241988958258,0
1,73270.25898847068,3,5.736786304385019,0,0,48,33,2646.508367316318,0
11,106678.47362750756,3,7.168536786149747,0,5,18,32,6897.345068089925,0
1,50341.09726395483,2,6.682035082592261,0,3,42,36,7388.884320373983,0
15,62784.69678938555,6,5.929122942088017,0,3,31,32,1218.7412496118068,0
21,20588.352455495755,2,6.653071630248669,0,0,37,36,8998.997157911148,0
10,114059.63371927872,7,7.595968661526383,0,1,53,24,8246.876395990914,0
7,39903.652363726665,3,7.803783008537836,0,0,34,21,7288.809333396082,0
2,40753.5221551751,2,7.117520886607803,1,0,69,24,7650.540232104061,0
10,39597.50326975272,3,8.8774553107708,1,3,53,35,11486.589225815223,0
4,30653.12424066987,3,7.93521815693892,0,1,46,29,9048.34750801082,0
12,28116.888534570524,3,4.996147916368246,0,2,45,26,5786.581632659048,1
19,34288.87151331424,3,6.356756188378834,1,1,42,37,8154.224660376658,0
11,9026.122158471662,2,6.75463427935887,0,0,64,31,4469.95365922444,0
8,26440.46239210285,3,6.719437327267517,1,4,18,34,8055.799742717862,0
18,108468.89334342856,2,5.450322184379494,1,2,53,35,11000.684437178586,0
11,72069.65430924106,4,5.936376312758599,0,3,26,32,11923.325048715446,0
11,77777.12530183155,4,8.837601394801387,1,0,36,27,11400.497467829846,0
13,85316.26362250745,3,5.0571866989746805,0,1,42,36,5608.245129682484,0
3,105024.03693087172,3,6.445839460879212,1,3,29,29,14712.73404525945,0
12,1000.0,5,9.534292926595944,0,2,46,35,11556.194060839314,0
3,13103.506541403782,4,6.888280265553624,0,5,74,32,8948.950826493503,0
10,25888.290173159443,2,10.0,0,0,49,27,10211.40755214278,0
17,35908.10610531207,1,10.0,1,2,36,26,7532.317106934669,0
22,40982.91828244253,2,2.688715333478989,1,0,20,24,13218.41573597343,0
2,36590.673415818776,2,4.85175890878693,1,5,23,31,8721.712637592274,1
17,56579.26739396162,5,7.155317312819698,0,0,18,33,7897.699841488413,0
16,51058.86172235648,2,6.3970128994099005,0,6,37,28,4654.208632509665,0
2,28314.95614465251,6,8.436394252147497,0,0,44,25,4249.875645951761,0
22,1000.0,2,8.320308168529603,0,2,34,31,2606.1550232676,0
20,20213.938838639053,1,4.003397527761615,0,2,31,28,10962.766890946628,0
6,33522.84040062274,2,9.353065102183638,0,3,44,27,12845.894442058288,0
10,42587.61689576841,1,10.0,2,3,46,34,16443.371376036455,0
10,16109.976220683891,7,4.284694557783251,0,1,44,30,12520.009784159654,0
8,35275.8060051074,2,6.251258869547409,1,5,38,26,3226.9216057808726,0
1,16070.378345432408,7,6.361256579119166,0,3,30,18,13576.318158387474,0
13,46225.41945355001,2,9.507442239022112,1,0,58,22,9082.525216602991,0
9,17807.26014912154,1,10.0,0,1,34,33,11492.312965413135,0
22,24532.860308886065,3,6.137760776329147,3,4,55,26,7174.059471413068,0
10,10739.476070325827,4,6.084449426882665,0,3,34,29,14146.511284237182,0
15,45394.97913290648,4,9.033269521947783,1,2,40,33,12528.527900560184,1
5,24006.56690142805,3,6.5836409611908,0,2,44,34,2279.8231224150504,0
22,77203.52800026289,3,7.455697438993303,0,4,33,35,8347.386046645384,0
16,62175.50800078697,1,8.918988032304304,1,1,24,31,5187.605440325614,0
13,47904.44395449071,1,8.46515571819151,1,2,18,33,14946.928548427642,0
22,26075.435079686344,2,7.582518619008328,1,0,33,39,10056.566731674287,0
20,61415.60915948909,3,4.380311065762598,0,2,41,38,7609.28808941999,0
18,70721.02668045911,4,8.2043472799875,1,2,49,29,9387.130848119685,0
11,54280.65236604891,4,8.986982038125133,0,4,67,27,12136.592781333424,0
9,98111.05566400792,3,8.508612417266573,0,0,48,34,15853.244754823034,0
16,63789.11954224448,1,4.254506027759431,0,3,42,34,6964.500493157447,0
2,77408.21652704102,4,8.641067732561897,2,3,37,31,11334.752840396335,0
2,54006.96246607935,2,5.58829541476732,2,1,45,31,10953.821476978364,0
12,70269.9335977093,3,2.2874808575098986,0,1,51,27,3541.574967151627,0
8,26096.56301992474,1,6.6912521344581934,0,0,68,28,12696.274562423025,0
9,36248.04910361618,2,4.707810461735699,0,2,43,29,7472.44788007445,0
12,60480.90660447139,1,6.995961905711261,0,2,31,32,21813.237403391227,0
9,60262.98444672145,4,4.504601989456537,0,0,35,22,5269.668520014653,0
10,65228.35468829743,3,6.57770282606549,0,2,25,25,7689.45890852244,0
2,83011.78676836187,6,3.7525964589368126,1,2,74,40,3759.858730161737,0
16,7250.864845537639,2,5.648746096292786,1,4,20,39,4128.039240292966,0
20,20766.42357169112,1,7.672651868339757,0,1,35,32,11301.90668554454,0
7,56887.1792322276,5,10.0,0,4,38,27,17955.482195449124,0
2,28269.091045896177,2,6.440472457956709,0,0,43,25,5019.921516712909,0
1,120476.40845107357,5,6.973171377298084,1,3,37,38,8730.812318793643,0
19,65471.58857510408,5,8.596472851254862,0,2,33,30,12105.40249505094,0
4,47650.074532095285,4,7.81072608278725,1,2,33,25,7431.828291280986,0
22,34535.92180748422,2,7.912380842826852,0,0,48,33,11788.39522313242,0
2,35595.131504208664,1,8.397669202195036,2,2,42,35,12516.300569680396,0
14,50904.21983945532,1,6.238272530494241,1,1,40,20,7476.259127517376,0
2,53359.45797863773,2,5.42507165557139,0,1,35,33,10650.083036815562,0
15,36299.02565919461,3,7.558178554910392,0,2,35,27,15580.348041547695,0
12,41805.432604402944,5,2.3394417000230625,1,2,60,37,7991.115974603043,0
5,90328.53725703788,2,2.8930840944547613,0,3,46,38,7876.518048171153,1
20,91535.14887953104,4,9.990901525389726,3,1,50,33,10400.30065532733,0
7,57561.01939804631,5,9.27071866768335,0,3,64,31,13227.89823389534,0
21,9762.20818289787,3,5.640718691861182,0,4,61,31,14002.54155754298,0
10,66155.0946991713,2,4.539580390892655,0,2,34,22,1521.6810440985282,0
14,96628.47324833076,3,8.08476869258475,0,1,33,30,14756.29795291651,0
14,91093.43305887136,2,8.406433491021264,1,2,31,27,5576.850407027614,0
5,72032.77558429001,2,5.215599083892741,0,3,29,33,7285.804087382131,0
18,92672.68865857464,2,6.746899310283068,0,2,53,19,6097.527002578778,0
14,51601.52817437065,1,3.3957367810469568,0,2,41,30,7444.512426108273,0
2,68843.08909501115,3,6.121867096542817,0,4,38,32,11209.452219671157,0
12,29576.733010244592,2,6.527953202284994,0,2,49,34,16443.12339963481,0
22,58767.96368467136,1,7.325244599260149,1,3,58,34,21813.237403391227,0
6,89886.02731911573,3,10.0,1,2,59,27,5890.422968536641,0
4,32317.297655393268,5,4.641880886841065,0,3,58,26,3618.823818399852,0
13,24156.69711607141,5,10.0,1,2,26,26,7811.729926971413,0
4,52924.66817071091,2,5.836584882815018,1,4,56,30,12862.24778724997,0
22,43200.13388828001,2,5.633608801863778,1,1,33,28,7525.700733689215,0
14,69474.43163211261,2,9.088745866694588,0,1,49,31,19350.58702442282,0
16,36402.21422158873,4,5.60369990048096,0,3,44,24,0.0,0
4,101553.1884680814,5,5.2183699364450895,0,0,18,29,10848.590549417437,0
1,11309.717061168323,3,8.216700853925595,0,0,35,27,7609.973445388112,0
13,87612.04358659204,4,7.944807990753973,0,3,60,36,4569.933055903933,0
4,27054.523150756908,5,5.941362709096861,1,1,57,21,11124.82620944662,0
20,1000.0,4,10.0,0,3,40,22,2844.2409496343816,0
18,57136.25469046602,6,5.996850159471389,0,0,30,26,13933.668916460483,0
6,42361.76041958349,5,3.8136270298659367,0,3,35,35,18451.16120121268,1
3,16711.71896290908,3,4.653211331332263,1,3,56,34,19787.031247064955,0
23,1000.0,3,4.5909526851242415,0,2,56,36,9639.436550421986,0
13,49749.1763818563,2,6.249755007238258,0,2,66,28,11674.401579451573,0
16,79275.10674871453,3,9.86069347885035,0,2,38,25,13469.050294197634,0
5,67548.60479259332,2,3.3676596595927046,0,2,74,38,12767.064945204447,0
4,51701.19946517797,1,10.0,0,1,30,24,11092.299959006508,0
21,64365.42719653205,1,5.577358534249597,0,1,74,31,16649.058687618985,0
8,49183.57602866429,4,5.821906093263879,1,1,66,30,5698.687872014274,0
19,7108.272709088866,2,5.385688541794572,0,0,36,24,10334.484661015036,0
14,7373.180443296704,5,5.9222074672619645,0,2,49,42,4912.307942835181,0
7,43904.94413045963,7,6.467614410599919,0,1,31,35,18630.02675246243,0
14,45180.401409017766,2,6.696216589421769,0,3,42,24,7778.930396943693,0
6,75529.48035520295,2,7.534090940468996,0,2,60,34,4538.568477494301,0
12,72719.12671324241,4,2.760135857939152,0,2,39,39,6953.772116900155,0
16,68153.99047276848,4,6.677121454178822,1,0,24,18,5652.713704424315,0
17,41591.51860768458,4,7.938628229090701,0,1,19,34,8186.462702891673,0
13,8580.434896695813,3,6.83012605023583,0,2,31,27,9482.35443563504,0
23,62362.13411198072,4,6.421174687138448,0,2,42,28,0.0,0
14,65755.07939786505,3,5.947550257013143,1,1,59,26,10442.987103232252,0
7,1000.0,2,9.088563721649448,0,1,31,29,6114.224387596667,0
14,24969.85440252012,2,7.922625748991044,1,2,47,31,0.0,0
15,29268.36867818312,5,6.541391707958841,1,3,69,22,11345.539768521468,0
12,53550.50603370309,4,8.01409618151004,1,2,18,33,13103.97974884112,0
17,25899.187017029184,4,8.830799362540915,1,1,48,28,10871.91640748156,0
9,48855.96293526079,3,4.239722120031119,1,5,32,33,5888.18319296146,0
22,43683.95178941024,1,7.98615074935709,1,2,25,19,8045.612233226157,0
15,45225.51585386816,3,5.297914643710971,1,1,44,37,5622.449107607934,0
12,28508.171188977616,1,9.56543901461438,0,1,67,22,14197.751880961272,0
2,30830.448377999677,4,5.071664406389715,1,3,40,37,5234.242837476541,0
5,17591.98820657922,6,6.93007186011076,2,2,29,20,14801.447329813378,0
13,61402.02321721496,6,7.5327848073978,0,2,24,29,18371.38723750172,0
20,67133.07885774106,2,3.2703304330505087,0,1,44,26,11037.953966991416,0
23,26881.461496239837,3,2.813329297860773,0,1,37,25,13980.3565390757,0
8,95619.20288051134,2,6.144972881327584,1,3,27,40,8944.25368122508,0
14,40561.956576738536,2,10.0,0,3,31,33,11921.568070501027,0
15,95905.56871389682,3,6.617013839964151,1,4,47,33,11904.967766505546,0
11,30736.1847850519,6,7.9460635506431645,1,2,31,27,11850.518129792008,0
1,1000.0,3,2.2874808575098986,0,1,34,22,16677.67980467857,0
21,62065.93474737054,2,8.66057990242979,0,2,36,29,20797.410066025484,0
3,57456.35315356962,1,7.977765415367996,0,0,51,19,8717.418859539433,0
17,51031.81385922749,2,8.309927832745712,1,1,46,24,11497.46659071797,0
19,30733.02564668032,4,7.078517458611766,1,4,38,27,1283.9137047331133,0
14,48962.83323542543,3,4.440456872883061,1,3,47,32,6908.206049638224,0
22,34662.21626391418,3,5.484077024959945,1,1,43,32,11360.148075344618,0
23,40929.51301004748,3,5.177101069288051,0,2,52,31,9152.820554186706,0
8,75248.96767295225,3,8.085529771369346,1,1,18,24,18101.741294968517,0
13,55526.516885902805,3,6.531181184102039,1,1,69,28,8723.558975860353,0
20,68298.54161995932,2,8.653172617456669,1,3,37,31,15799.041318354804,0
3,43043.9448012263,1,8.24314975251664,0,3,33,38,5403.380606118744,0
5,39739.47962585675,5,10.0,2,4,35,30,13645.523233326088,0
9,15395.52407334069,5,7.212759882654925,1,1,42,38,13072.168104496424,0
6,38898.90162295409,3,6.546545175374149,1,2,26,24,1606.1059839511472,0
22,1000.0,3,7.186663299470534,0,0,42,19,7843.680927510444,0
2,32293.341010830954,3,2.2874808575098986,2,0,43,36,18112.697352316674,0
13,47543.77468427483,1,6.251670712039999,1,1,61,28,12867.385674982052,0
5,66910.20962810468,3,8.215428688339369,0,2,28,25,16046.966523262465,0
8,41939.6636742513,1,6.399615032080329,2,2,69,36,4267.362769579569,0
23,60430.20626734998,3,6.491584545154597,1,2,32,31,5213.178943979377,0
1,1000.0,2,6.383372873450942,0,3,29,42,6617.861310564191,0
20,48294.89443379151,3,10.0,1,2,33,32,14880.031828267582,0
12,1000.0,4,7.5280076585514575,2,4,43,22,13465.525334703052,0
23,13750.894530220025,2,6.6686015295553736,1,3,46,26,5663.748418555248,0
11,44385.03356408417,4,10.0,0,1,51,29,10723.661181202033,0
7,88287.91963620664,3,4.3517320846057554,1,2,24,27,15901.242631022214,0
15,61136.20290410177,7,5.612495166797327,0,0,18,28,15675.00756664366,0
22,50546.92991411351,5,4.8103685144186,0,1,46,31,10685.386617765467,0
11,49414.08831598693,3,5.435934938554492,0,1,45,25,12752.765813012573,0
22,28591.133203865986,2,9.468216291938647,0,0,46,39,13010.101844524555,0
16,33680.49759881949,3,4.962311996754794,1,3,42,35,4287.182660519974,0
3,62821.28136412392,7,7.0314840874567945,0,6,24,31,7262.302466845264,0
20,8439.184446665167,4,7.918109093506288,0,1,31,33,20678.18566232733,0
14,67791.62150849064,5,8.352794826232298,0,2,47,30,18956.93980119664,0
3,38344.787986434414,2,5.651423531173708,1,2,42,29,9503.020456895483,0
1,74766.71224608696,6,8.092660661793008,1,1,56,30,7181.693483342371,0
21,78832.8037169625,3,6.04837641949849,0,3,53,36,4534.534045378101,0
15,1000.0,4,6.990243551358248,0,3,32,21,21813.237403391227,0
1,32552.57710318346,3,4.820065790954448,1,1,72,40,9979.237175179624,0
17,24334.16936178129,3,4.347727504427227,0,3,19,28,14725.355381994148,0
2,1000.0,1,7.675830868160085,0,3,30,32,9963.251749540588,0
20,19024.001713717684,5,10.0,1,1,41,24,15076.19685325368,0
6,120476.40845107357,2,6.317033805854971,0,4,21,28,4115.719925205495,0
8,68285.2968863732,1,6.91505727020781,0,3,21,30,7939.370545747062,0
16,107518.63905817262,4,8.206751337075568,2,1,18,35,12513.77968191633,0
19,74872.95320055007,2,9.107750701446069,1,2,50,39,17210.435341449906,0
1,27744.705169745732,3,9.209340746230527,0,1,18,29,8626.693069758147,0
3,38546.86409977871,1,8.067238784065728,1,3,46,36,9605.66973246727,0
3,67653.08540720922,2,6.649274916138843,0,1,54,39,16091.235655890763,0
5,63125.18610419109,2,8.359005806477127,1,1,46,26,15166.927970638497,0
12,32679.739528749986,2,7.7820873325737745,0,1,30,35,10657.663046989912,0
12,4700.204882623795,3,6.878857843060001,1,0,21,28,6119.338398064865,0
20,120476.40845107357,3,8.825187658277606,0,1,64,31,17763.306185030193,0
13,45765.50982971583,4,7.854149122765682,0,1,45,31,4217.089801252872,0
20,40227.833204521405,2,5.6004737326634455,0,5,18,32,16547.729832179808,0
9,53400.03391715905,3,4.869776404456789,0,2,29,37,5750.089682913548,0
7,42718.14232066914,7,3.818359264352325,0,1,57,33,8025.433051000835,0
4,53681.86723116451,2,5.116135419677126,0,3,58,28,6876.493505814796,0
19,88608.41858349257,1,7.061406067289658,1,1,39,29,15342.10878536409,0
22,46263.54560940729,3,9.049930191608144,0,0,64,41,12706.068236007046,0
19,15118.68682016716,3,6.767388644106696,0,3,42,24,8532.843587802474,0
6,45150.68616564167,7,7.590580434164648,2,0,28,31,17683.94161812293,0
13,36067.94655770268,5,8.202898085962884,0,3,18,30,6503.370863340364,0
11,92716.96811740554,2,4.568506375562627,0,1,71,20,1473.6441467033274,0
13,85133.57194212712,5,6.135485604419651,0,3,18,24,5026.686207545469,0
13,53225.75001292396,5,4.673412066799012,1,0,38,32,9290.936528100818,0
22,11637.924355422309,3,6.32642685248035,0,4,69,29,6817.704483852907,0
20,13223.232096801628,4,7.530231613523478,0,4,37,23,6750.350790136108,0
15,50453.69784753661,2,7.156874783821222,0,1,57,20,10004.056026622777,0
21,60089.689079638425,2,5.35347236961369,1,3,52,35,1158.562531546933,0
13,38761.31542021835,4,8.091082536680583,0,1,47,21,12399.391447192244,0
22,35594.91247378298,3,7.525874124320312,0,1,41,18,8394.383864689622,0
11,32216.023004640592,4,7.85728566602889,0,3,33,25,12591.827401230756,0
19,49298.181192681615,2,7.3112210973631635,0,3,32,28,6141.430802835263,0
8,1000.0,4,5.497370604458177,3,0,28,32,11693.90120795187,0
20,16960.201136908705,5,4.573108131413387,1,3,33,30,16121.052697420171,0
8,31188.47463657948,4,7.777350600353844,0,2,42,24,13642.665625059974,0
10,86225.09584855763,2,7.8479644515232625,0,0,27,27,1586.294042728323,0
16,25585.59074213212,2,7.153773444936628,1,1,43,23,17974.526107989732,0
19,55414.04425493619,4,10.0,0,2,36,37,11153.497800617934,0
23,56796.282527929885,4,6.082681596931579,3,1,74,39,7036.867314972504,0
11,88937.49516982287,2,7.686903500408628,0,5,70,27,6933.9831810195565,0
13,87877.32220892451,4,7.224120471624359,1,2,41,43,10821.059866782098,0
9,48274.91093615251,2,6.933068950882192,0,1,18,30,5996.603199925357,0
20,35735.457764316714,3,4.870664497006668,0,2,49,30,9837.603645367924,0
19,30085.006915229293,2,6.460400880629539,1,2,62,30,18909.072064717704,0
16,42768.103326026576,1,8.926911743440948,1,0,18,28,819.0762200673271,0
7,36978.999370292,4,8.179755232102059,0,3,48,27,12218.658201126584,0
19,66608.82228074696,3,8.704675164116027,0,2,54,28,15488.040789137096,0
12,62609.29452455613,7,5.783012462958705,0,0,45,41,9250.129063296044,0
15,67754.03573435047,1,8.850544328011871,0,3,47,39,11094.674963074249,0
23,87778.51134308505,4,4.810541415376106,2,4,33,26,11202.882164741322,0
14,105886.0736420053,4,6.608098250474868,0,5,46,38,13201.856067260318,0
11,53739.90180222671,6,4.962785741342285,0,1,39,30,11525.690397001496,0
10,82983.91314186959,3,10.0,1,3,33,30,14528.553903697904,0
11,39450.194484973545,2,7.322728944658698,1,3,36,41,13493.274833629222,0
6,85550.20950749048,3,8.892804075525548,0,0,18,19,14138.486133019069,0
2,81845.27471527533,6,7.803694450956985,0,1,23,30,10821.26694550937,0
11,80252.47909828974,3,8.066940584272057,1,2,24,33,4982.775447452705,0
19,52822.09523574571,2,4.911008485618353,1,2,46,30,2683.543415427531,0
6,29949.25508027334,5,6.872655337637509,2,3,28,36,12356.619061332798,0
14,8164.146864035705,4,4.837414825188096,1,2,56,25,8483.279294254788,0
20,48798.88377436702,4,6.065547838827313,1,1,37,24,8099.667374940333,0
6,95990.37626747548,2,7.0485425467285125,0,1,42,34,10740.853594501445,0
17,40704.65295907781,2,5.123488027402024,1,1,31,33,6634.040504042414,0
10,73553.79756380164,1,4.399534703774195,0,0,47,32,8446.903222427823,0
1,75318.54201556793,3,4.550695757289986,0,0,42,28,15079.686264307446,1
3,41489.41337218482,3,8.231348290676879,0,2,60,32,8585.288883376556,0
8,89490.34512558559,3,6.33167925271617,0,1,56,31,7286.141045858683,0
8,1000.0,4,4.383775157242408,0,3,19,30,9524.652991995332,0
20,13317.49163785475,5,6.837554700984102,0,3,57,22,15944.572309235358,0
22,22531.031109246207,2,8.380190105668715,1,3,33,22,5201.855139864076,0
15,25408.549313978303,6,6.704860966702917,0,0,36,30,18456.729418851137,0
7,60087.88853557687,4,4.083649289680559,2,5,64,33,9231.93524989897,0
11,58701.13409161706,3,6.566893998309456,0,4,40,32,13821.32555542624,0
7,61819.71716525024,3,5.304630264507489,1,1,35,32,13022.370681824814,0
4,67882.44482397461,2,7.405842043242725,1,0,60,24,13049.68701616655,0
12,21496.86292563052,3,6.160750590882502,0,3,18,26,15265.68961284015,0
6,13454.717995780433,2,7.327639403412706,1,2,46,20,5987.479187523197,0
14,61889.590460235886,3,3.4430340400773054,0,4,25,21,10833.3486153044,0
12,31093.037790606828,3,7.032730079704022,2,2,33,19,11788.352492328022,0
11,2885.748638960882,3,6.353726376062874,0,3,46,31,8447.518323676895,0
19,79140.32853624444,2,5.109798987334983,1,2,18,36,10632.63287015094,0
21,91853.05719506892,2,7.005472538888206,2,1,70,23,16262.75225604101,0
5,96714.82669095976,4,6.256050473229939,0,2,49,38,6888.047323866325,0
14,55610.231644241605,2,6.739505056125078,0,0,51,30,14385.801215817792,0
21,68777.96287918708,3,4.900690713180326,1,2,25,31,9676.92344165933,0
16,91096.04670085732,2,7.17174077559306,1,1,18,24,8704.989915770167,0
13,30757.526299296973,2,3.169153610539505,0,2,41,29,8607.750137016901,0
22,83320.33052162276,4,6.470307806598957,0,2,29,34,6076.433657975294,0
22,58261.88702429626,5,6.782484591004442,0,1,32,26,11947.636784389026,0
20,77411.34957027773,2,10.0,1,2,62,29,0.0,0
22,55582.79062627806,2,6.302253021432152,0,1,36,23,7238.801882635347,0
4,88887.70129244006,3,10.0,0,1,48,26,10098.236801290044,0
11,56705.71287624611,2,9.0981320420225,0,4,43,23,4924.825175566916,0
17,5480.628215977471,3,6.5793436385159945,1,3,65,38,10589.27793834265,0
7,93557.79896944166,7,6.853704437945479,0,1,18,28,11466.41149228829,0
14,21574.07777083664,2,4.663912286301841,0,2,30,42,10680.90185626796,0
11,87591.74630731743,1,5.648207919457071,1,2,22,18,9965.846570749012,0
22,47292.71355679034,2,7.2893883553439,1,2,72,31,10299.693202265706,0
9,85280.3295559312,4,6.186665008805446,1,1,18,29,12441.114424418323,0
23,84043.05844600295,2,8.596847861500738,0,2,48,28,20639.216222540435,0
13,62904.28922946114,2,8.141292774626796,0,2,49,42,9471.72939418651,0
23,65256.05952881392,3,7.418092715880541,1,3,43,33,3431.8407898368987,0
18,62678.85851577698,2,8.196007091206098,0,1,26,24,10141.356746995878,0
11,1000.0,3,7.680883496542573,1,1,27,25,13468.485204487635,0
15,53549.90656694607,4,6.973889023374964,0,2,45,26,11775.85488698873,0
22,16518.07471784315,4,5.452979416777451,1,0,40,28,16596.608488623086,0
19,55135.614312369886,1,10.0,0,1,25,27,6144.415492983626,0
1,15711.723608503533,3,8.24265303709634,1,3,41,33,9897.892424995194,1
4,14451.44176321775,4,7.658236868128309,0,2,45,32,5318.915979909624,0
14,98148.03505261704,4,5.391484271910068,2,1,48,30,15285.04739484507,0
14,82083.42164372568,4,10.0,0,1,49,28,10778.604977508268,0
3,49875.72245167536,1,5.53913326587456,0,1,20,35,140.22235649911818,0
17,55543.05950747072,3,7.058553478241037,0,3,34,18,5710.209918860149,0
3,42562.51922770974,6,7.135050083470245,0,1,18,28,9639.49672091536,0
16,67096.29127938568,4,4.274688489406172,0,2,47,32,384.3286729722258,0
14,29718.36900353585,1,7.872591685536191,0,1,18,31,3925.005571327474,0
20,79812.20788603873,1,7.6636409764277955,0,5,26,29,2140.3177108566715,0
13,42407.39476957668,4,4.847388137567516,0,2,32,37,10298.084741221395,0
15,37404.59012506313,2,8.453172303768739,0,3,42,31,11745.713925774957,0
14,50651.39055454528,2,5.051341433834997,0,1,31,36,5234.554040680357,0
19,32265.595102231684,1,6.347835857540623,0,2,20,22,8403.607618886968,0
6,59860.47048489449,2,5.432167195073912,0,1,46,41,15430.859303801568,0
10,33879.122320598006,3,8.206231628722337,0,2,43,30,6312.285676868053,0
15,64055.70808456508,1,7.995072490244752,0,3,18,33,2606.200128638654,0
21,86480.19616734429,3,4.7329716602071255,0,0,36,31,5955.634118856937,0
22,28420.34939575479,1,5.803725215862812,1,2,44,34,12011.256651568638,0
20,46082.73628114486,3,5.833216953082616,0,2,47,28,13189.126554993967,0
6,63839.92139106265,3,8.29224058960755,2,1,33,37,15712.296398449584,0
23,36924.279350557794,2,5.5707393412913655,2,1,69,31,272.37726030705926,0
10,63929.61682479995,1,6.749886402308392,1,3,41,30,13302.47429837591,0
7,66661.96581955219,3,6.530618165671996,1,2,54,35,4660.29704646475,0
22,82497.85328882912,3,6.342961022000148,1,0,33,32,15041.092458853504,0
17,31820.29861745264,1,10.0,0,2,53,21,11184.368206361736,0
18,21716.742793085763,4,5.645026452879585,1,1,38,25,8365.089723513993,0
17,40772.67831308769,3,6.5442265569725135,1,4,58,30,6270.323226129986,1
9,20967.429813587,2,7.725895811914686,1,2,33,26,0.0,1
10,66934.94612142492,3,6.150011474611224,0,2,42,36,7012.147060672132,0
10,15147.46099470766,4,5.823790849181643,1,1,34,25,7965.316288801992,0
7,119990.49254758064,3,7.678528899454724,0,2,39,35,14514.803009988926,0
16,88877.83584721253,6,8.566119725288615,0,1,41,18,10913.322223819248,0
18,50377.273088009424,2,9.60522042080051,0,0,18,28,9148.905677965144,0
6,76021.83478993928,2,6.604153729905239,1,0,59,43,21813.237403391227,0
20,1000.0,3,5.459369090239579,0,1,18,28,5893.475978433716,0
1,120476.40845107357,3,5.44490381582372,0,1,58,38,13157.474152224228,0
1,32293.561633985315,4,9.80552371307732,0,0,49,27,20985.17222334097,0
12,46385.077583019214,1,7.650161240795426,1,1,54,26,11629.113367255024,0
21,1000.0,2,5.361405875171656,0,4,29,29,9737.411701987252,0
2,64588.619142226846,3,5.641266695081958,0,1,36,22,11041.62124441961,0
4,16809.675287686732,1,4.778475234036831,1,1,51,24,10835.684956058987,0
17,53049.67284698087,4,6.8419448025136,0,1,18,27,6031.693577316933,0
4,33671.76701226385,5,7.964698751437846,0,0,24,33,17451.06807659918,0
11,17667.681952089697,4,10.0,0,1,18,27,14500.716838862349,0
22,25869.15494712149,5,9.169259570747055,0,0,55,33,8754.00343393635,0
4,56773.64102256564,4,7.073080342727452,0,4,36,23,8609.48629234347,0
1,11555.270813935267,3,5.615877234273531,0,0,52,35,10844.004001206618,0
7,27535.649869292687,2,7.917782696003776,0,1,50,23,12787.714990148062,0
18,69898.20143793433,2,3.460237995741542,1,1,57,31,14754.873134762784,0
9,120476.40845107357,1,5.424140880449754,0,0,33,28,8013.2119090261795,0
3,64327.66458659015,2,8.270359720938954,0,2,21,24,5041.888084420522,0
8,22482.150734681378,2,8.751928784166303,0,2,43,26,10340.039913607396,0
19,38986.574897830666,1,9.616957327516875,0,3,36,35,13060.927013277387,0
4,50947.67018457735,3,6.7736777509037385,1,2,53,22,12341.739663532995,0
18,39517.25148092878,5,9.59264367415108,0,2,42,23,7407.8830380681375,0
20,77091.74500210799,3,6.231881712366728,0,3,53,27,7996.310105675018,0
11,56524.20449042674,4,6.073854040296213,0,1,57,38,7360.282756337985,0
14,77235.5715472961,4,7.614790067970027,0,0,18,23,11331.501145800852,0
18,40566.68629107112,2,9.28502502797608,1,2,18,29,0.0,0
16,89765.0065916377,4,8.878120693828642,1,3,19,22,14368.88624271741,0
3,45005.43247155362,1,9.066893795693382,1,4,24,32,7367.203972723541,0
15,20864.30392586025,3,8.053446685325902,0,5,37,29,0.0,0
4,115319.61143126665,2,8.918139620844231,0,0,25,31,11138.332330724852,0
5,1000.0,4,7.0561236332070925,1,2,49,34,9368.09377641145,0
17,27837.83824085217,3,7.631489179977122,1,3,46,27,1386.020935710274,0
7,31189.164445088165,2,10.0,1,2,39,28,7912.466827079865,0
16,120476.40845107357,2,8.757387345780359,0,3,45,31,16270.33907499766,0
14,104205.76652439537,4,7.040033612032972,0,2,50,32,6519.078169224924,0
16,94817.84430926591,3,8.606436938250555,0,2,31,32,10627.02201919007,0
7,40080.24012871005,3,4.888916237344442,2,3,50,28,19297.18970964684,0
9,120476.40845107357,6,6.356943122128435,0,5,18,23,13782.297509486394,0
4,61050.560115229135,3,6.594157594630456,1,3,34,24,16770.506611832185,0
22,79317.90110909367,3,5.565661906292964,0,2,52,35,12185.756599689395,0
11,55390.861433186205,1,10.0,0,1,23,32,5079.543821534861,0
2,48516.002860302455,3,7.94829618628761,0,6,22,39,10338.597788683564,0
12,42446.63978220862,3,8.1700929209795,1,2,30,28,11843.721714951806,0
12,43710.80019742513,2,6.791699360609256,0,1,39,27,7239.4425070965935,0
